Company,Cluster,Cluster_Label,Debt_Ratio,Profit_Margin,Cash_Ratio,Asset_Efficiency,Return_on_Assets,PRS_Score,Risk_Level
VALERO ENERGY CORP/TX,1,Low Risk Cluster,0.16287290912226246,0.2913825170489771,0.4965590259396506,0.13907570270736333,0.040524228315226764,30.42,Low Risk
VEEVA SYSTEMS INC,1,Low Risk Cluster,0.20572207084468666,0.6454545454545454,0.7417218543046358,0.14986376021798367,0.09673024523160763,26.75,Low Risk
VERIZON COMMUNICATIONS INC,1,Low Risk Cluster,0.04503148378965643,0.12424922208553442,2.016940179989412,0.34183446296937614,0.04247266610597141,27.89,Low Risk
VERTEX PHARMACEUTICALS INC / MA,1,Low Risk Cluster,0.27223088923556943,1.5863453815261044,0.7277936962750716,0.09711388455538222,0.15405616224648985,29.01,Low Risk
VISA INC.,1,Low Risk Cluster,0.6194921208471345,0.9180778032036612,0.2780298120544394,0.21931145237378302,0.20134497641272708,38.79,Low Risk
WEST PHARMACEUTICAL SERVICES INC,1,Low Risk Cluster,0.2552693208430914,0.1695501730103806,0.7247706422018348,0.6768149882903982,0.11475409836065574,22.85,Low Risk
WILLIAMS SONOMA INC,1,Low Risk Cluster,0.5962264150943397,0.1465629053177691,0.3829113924050633,1.4547169811320755,0.2132075471698113,29.67,Low Risk
Walmart Inc.,1,Low Risk Cluster,0.04503148378965643,0.07226950682416927,1.1360508205399682,1.0640179857378755,0.07689605508132223,21.79,Low Risk
Walt Disney Co,1,Low Risk Cluster,0.04782036352589743,0.13132810845159923,0.6034939121228163,0.4780517442154828,0.0627816313098071,26.17,Low Risk
"ZILLOW GROUP, INC.",1,Low Risk Cluster,0.14084507042253522,0.018518518518518517,0.9625,0.19014084507042256,0.0035211267605633804,43.86,Low Risk
"Zoom Communications, Inc.",1,Low Risk Cluster,0.1797658862876254,0.3901437371663244,0.5906976744186047,0.407190635451505,0.15886287625418058,21.23,Low Risk
lululemon athletica inc.,1,Low Risk Cluster,0.43157894736842106,0.17091595845136923,0.2682926829268293,1.393421052631579,0.23815789473684212,24.87,Low Risk
