Company,Cluster,Cluster_Label,Debt_Ratio,Profit_Margin,Cash_Ratio,Asset_Efficiency,Return_on_Assets,PRS_Score,Risk_Level
MICROSOFT CORP,0,Medium Risk Cluster,0.4451050080775444,0.7754481434058977,0.10975609756097561,0.10093699515347333,0.078271405492731,43.38,Low Risk
MID AMERICA APARTMENT COMMUNITIES INC.,0,Medium Risk Cluster,0.5125208681135225,0.20361990950226244,0.00977198697068404,0.18447412353923204,0.037562604340567615,59.13,Medium Risk
MKS INC,0,Medium Risk Cluster,0.6909090909090908,0.0737913486005089,0.06907894736842105,0.4465909090909091,0.03295454545454545,60.74,Medium Risk
MODINE MANUFACTURING CO,0,Medium Risk Cluster,0.5208333333333334,0.13333333333333333,0.07,0.7031250000000001,0.09375,43.72,Low Risk
MOOG INC.,0,Medium Risk Cluster,0.5485327313769752,0.06217616580310881,0.024691358024691357,0.871331828442438,0.05417607223476298,55.18,Medium Risk
MORGAN STANLEY,0,Medium Risk Cluster,0.8501924230307892,0.4919754887656842,0.05930402424363567,0.04282037185125945,0.021066573370651712,62.37,Medium Risk
MP Materials Corp. / DE,0,Medium Risk Cluster,0.38082901554404147,-0.2727272727272727,0.7959183673469388,0.08549222797927462,-0.023316062176165803,55.08,Medium Risk
MPLX LP,0,Medium Risk Cluster,0.6621715880027901,0.30230769230769233,0.07514044943820225,0.3022552894675657,0.09137409904673333,49.08,Low Risk
MSCI Inc.,0,Medium Risk Cluster,1.4666666666666666,0.9448818897637795,0.06220095693779905,0.22280701754385965,0.21052631578947367,58.61,Medium Risk
Marathon Petroleum Corp,0,Medium Risk Cluster,0.7131625967837998,0.1302669668703763,0.06129948221145816,0.37033948779035136,0.04824300178677784,59.16,Medium Risk
Mastercard Inc,0,Medium Risk Cluster,0.8569054652880355,0.09515096065873743,0.22775263951734542,0.6054283604135894,0.057607090103397346,51.78,Low Risk
Medline Inc.,0,Medium Risk Cluster,0.498960498960499,0.0408019697502638,0.10104166666666667,0.7388253638253639,0.030145530145530147,48.67,Low Risk
Medtronic plc,0,Medium Risk Cluster,0.4736038394415358,0.13893858079904592,0.05112851220635652,0.3658376963350785,0.05082897033158813,51.89,Low Risk
"Moderna, Inc.",0,Medium Risk Cluster,0.29902755267423015,-0.14641744548286603,0.7046070460704608,1.560777957860616,-0.1869934611452238,32.19,Low Risk
"Mondelez International, Inc.",0,Medium Risk Cluster,0.6378514477549309,0.06357031655422937,0.09802631578947367,0.5390963771156806,0.03427052734648203,55.76,Medium Risk
Monster Beverage Corp,0,Medium Risk Cluster,0.9454454454454454,0.11821471652593488,0.2212811011116993,0.8298298298298298,0.0980980980980981,48.36,Low Risk
"Motorola Solutions, Inc.",0,Medium Risk Cluster,0.4871067560598247,0.33699059561128525,0.12387506617257807,0.3290355853532749,0.11088189788550798,39.04,Low Risk
"NASDAQ, INC.",0,Medium Risk Cluster,0.6061191626409018,0.4182242990654205,0.03188097768331562,0.13784219001610307,0.057648953301127216,55.63,Medium Risk
NEW YORK TIMES CO,0,Medium Risk Cluster,2.639485060690944,0.1910112359550562,0.02752779248279513,0.5933333333333334,0.11333333333333334,61.44,Medium Risk
NEWS CORP,0,Medium Risk Cluster,0.6093548387096774,0.13964497041420118,0.2541026998411858,0.5451612903225806,0.07612903225806451,41.14,Low Risk
NEXTERA ENERGY INC,0,Medium Risk Cluster,0.6874764949229034,0.4789621318373072,0.01921498905908096,0.067036479879654,0.03210793531402783,62.45,Medium Risk
NISOURCE INC.,0,Medium Risk Cluster,0.2633853876185165,0.19096509240246407,0.011646373742721016,0.1358059118795315,0.02593418851087563,54.9,Low Risk
NORDSON CORP,0,Medium Risk Cluster,1.5954391891891893,0.21333333333333332,0.011646373742721016,0.3800675675675676,0.08108108108108109,67.14,High Risk
NORFOLK SOUTHERN CORP,0,Medium Risk Cluster,0.6562776304155614,0.2720379146919431,0.051532502526103065,0.23320070733863837,0.0634394341290893,54.7,Low Risk
NORTHERN TRUST CORP,0,Medium Risk Cluster,0.9268333991983289,0.21508034610630408,0.0022689894621429007,0.04567266979054931,0.009823293626150285,77.3,High Risk
NORTHROP GRUMMAN CORP /DE/,0,Medium Risk Cluster,0.6753600622810433,0.09964243146603098,0.12680115273775217,0.8164655507979759,0.08135461268976255,46.98,Low Risk
"NRG ENERGY, INC.",0,Medium Risk Cluster,0.942347288949897,0.02800390752197981,0.1715222141296431,1.0538778311599177,0.029512697323266987,55.79,Medium Risk
NUCOR CORP,0,Medium Risk Cluster,0.3698005698005698,0.06940566414040686,0.17411402157164868,0.7142450142450142,0.04957264957264957,38.82,Low Risk
NXP Semiconductors N.V.,0,Medium Risk Cluster,0.35560993975903615,0.16462917685411574,0.3462149285336157,0.4619728915662651,0.07605421686746988,31.96,Low Risk
"Natera, Inc.",0,Medium Risk Cluster,0.2875,-1.0,0.6811594202898551,0.0875,-0.0875,53.95,Low Risk
"NetApp, Inc.",0,Medium Risk Cluster,0.9038817005545285,0.19101123595505615,0.2801635991820041,0.5757855822550833,0.10998151571164509,45.1,Low Risk
"Nutanix, Inc.",0,Medium Risk Cluster,1.2134146341463414,0.07480314960629922,0.1934673366834171,0.774390243902439,0.057926829268292686,54.63,Low Risk
O REILLY AUTOMOTIVE INC,0,Medium Risk Cluster,0.5710399032648126,0.14285714285714285,0.02011646373742721,1.07496977025393,0.1535671100362757,47.33,Low Risk
OGE ENERGY CORP.,0,Medium Risk Cluster,0.6534446764091859,0.1441717791411043,0.001193188999862925,0.2268615170494085,0.032707028531663185,68.34,High Risk
"OLD DOMINION FREIGHT LINE, INC.",0,Medium Risk Cluster,0.21206581352833637,0.12647241165530068,0.10344827586206896,1.4744058500914077,0.18647166361974407,29.16,Low Risk
OLD REPUBLIC INTERNATIONAL CORP,0,Medium Risk Cluster,0.8014065639651708,0.10284463894967176,0.015566234851650648,0.3060951105157401,0.03148024112525117,71.27,High Risk
OMEGA HEALTHCARE INVESTORS INC,0,Medium Risk Cluster,0.45870646766169154,0.4957983193277311,0.00650759219088937,0.11840796019900496,0.05870646766169153,55.35,Medium Risk
OMNICOM GROUP INC.,0,Medium Risk Cluster,0.1735575156192576,-0.002895193977996526,0.5632609846479619,0.31734656376332226,-0.0009187798603454612,43.75,Low Risk
ON SEMICONDUCTOR CORP,0,Medium Risk Cluster,0.3857827476038339,0.08275862068965517,0.44513457556935815,0.11581469648562301,0.009584664536741214,48.55,Low Risk
ONEOK INC /NEW/,0,Medium Risk Cluster,0.14173169267707084,0.1514068780705672,0.008470089994706194,0.335984393757503,0.05087034813925571,50.02,Low Risk
OSHKOSH CORP,0,Medium Risk Cluster,0.9379344587884806,0.029831387808041506,0.05082053996823716,0.7656405163853028,0.022840119165839126,66.79,High Risk
Oklo Inc.,0,Medium Risk Cluster,0.09523809523809523,-0.008679479231246127,0.8928571428571429,2.8680135013780084,-0.05952380952380952,25.38,Low Risk
"Okta, Inc.",0,Medium Risk Cluster,0.2790937178166838,0.07876712328767124,0.3173431734317343,0.3007209062821833,0.02368692070030896,42.29,Low Risk
Otis Worldwide Corp,0,Medium Risk Cluster,1.4948356807511736,0.09563409563409563,0.06909547738693468,1.3549295774647887,0.1295774647887324,56.26,Medium Risk
Ovintiv Inc.,0,Medium Risk Cluster,0.4512015693967631,0.13916947250280584,0.004347826086956522,0.4369789112309956,0.06081412457086807,55.9,Medium Risk
PACCAR INC,0,Medium Risk Cluster,0.21301308073973838,0.08368495077355836,0.3642138697723663,0.6414073071718538,0.05367613892647721,32.32,Low Risk
PACKAGING CORP OF AMERICA,0,Medium Risk Cluster,0.880242311276794,0.08565072302558398,0.056114346214928536,0.8378378378378378,0.0717614165890028,59.43,Medium Risk
PAYCHEX INC,0,Medium Risk Cluster,0.751207729468599,0.12028725314183124,0.1310289389067524,0.33635265700483097,0.04045893719806764,56.77,Medium Risk
"PENSKE AUTOMOTIVE GROUP, INC.",0,Medium Risk Cluster,0.6829545454545454,0.15986394557823128,0.004991680532445923,0.33409090909090905,0.0534090909090909,64.34,Medium Risk
PENTAIR plc,0,Medium Risk Cluster,0.4366812227074236,0.8552631578947368,0.02666666666666667,0.11062590975254731,0.09461426491994178,50.47,Low Risk
PEPSICO INC,0,Medium Risk Cluster,0.8086592178770948,0.08773424190800681,0.10546919976971791,0.874487895716946,0.07672253258845438,52.65,Low Risk
PFIZER INC,0,Medium Risk Cluster,0.5831571867794004,0.12416107382550336,0.009391218387017052,0.30063412759415836,0.03732705611068409,63.88,Medium Risk
PG&E Corp,0,Medium Risk Cluster,0.06669726714215098,0.048937023666265546,0.07517204870301747,0.17604688934397286,0.008615210790198431,53.19,Low Risk
PINNACLE WEST CAPITAL CORP,0,Medium Risk Cluster,0.3145188145188145,0.06554307116104868,0.001193188999862925,0.17782217782217782,0.011655011655011654,67.2,High Risk
PLAINS ALL AMERICAN PIPELINE LP,0,Medium Risk Cluster,0.3026184951939012,0.03253502033438771,0.03614457831325301,1.4670202187603578,0.04772953264832615,45.46,Low Risk
"PNC FINANCIAL SERVICES GROUP, INC.",0,Medium Risk Cluster,0.8942936346043203,0.04242424242424242,0.001193188999862925,0.040274072911763166,0.0017085970326202553,90.42,Very High Risk
PPG INDUSTRIES INC,0,Medium Risk Cluster,0.6334841628959276,0.10456651224354732,0.1542857142857143,0.6837104072398189,0.07149321266968325,45.65,Low Risk
PPL Corp,0,Medium Risk Cluster,0.20877541998231652,0.13053097345132744,0.11328745367919535,0.1998231653404067,0.02608311229000884,45.08,Low Risk
PRINCIPAL FINANCIAL GROUP INC,0,Medium Risk Cluster,0.9637061339270022,0.07613563659628918,0.013465454877047933,0.04578475599039194,0.003485851543734255,85.46,Very High Risk
PROCTER & GAMBLE Co,0,Medium Risk Cluster,0.5825281482072986,0.1894874228761272,0.058122001370801916,0.6730016769144773,0.1275253533498363,44.86,Low Risk
PROGRESSIVE CORP/OH/,0,Medium Risk Cluster,0.7535760728218465,0.12900650165392952,0.004017471958584987,0.7125325097529258,0.09192132639791938,61.11,Medium Risk
PRUDENTIAL FINANCIAL INC,0,Medium Risk Cluster,0.8793987644428388,0.058910646700674675,0.02896714705199381,0.07854059503192287,0.004626877245586373,82.04,Very High Risk
PTC INC.,0,Medium Risk Cluster,0.4214501510574018,0.26642335766423353,0.06451612903225806,0.4138972809667674,0.11027190332326284,41.29,Low Risk
PUBLIC SERVICE ENTERPRISE GROUP INC,0,Medium Risk Cluster,0.16403265022577285,0.1733771569433032,0.013763896241397565,0.21135811045501912,0.03664466828759986,51.4,Low Risk
Palo Alto Networks Inc,0,Medium Risk Cluster,0.66793893129771,0.49779735682819376,0.14412698412698413,0.0962680237489398,0.04792196776929601,49.39,Low Risk
Paramount Skydance Corp,0,Medium Risk Cluster,0.2179280110752192,-0.04808475957620212,0.3462149285336157,0.2831102907245039,-0.013613290263036454,47.99,Low Risk
Parker-Hannifin Corp,0,Medium Risk Cluster,0.5357748389284503,0.19860139860139858,0.02974683544303797,0.48491013903017977,0.09630383180739234,49.08,Low Risk
"PayPal Holdings, Inc.",0,Medium Risk Cluster,0.7474117500311838,0.15767259571902323,0.13434579439252337,0.41374579019583385,0.06523637270799551,51.33,Low Risk
Performance Food Group Co,0,Medium Risk Cluster,0.75,0.019296254256526674,0.027777777777777776,0.9854586129753916,0.019015659955257273,63.41,Medium Risk
Permian Resources Corp,0,Medium Risk Cluster,0.3562255723059743,0.18540433925049307,0.023510971786833857,0.2830820770519263,0.05248464544946957,50.48,Low Risk
Philip Morris International Inc.,0,Medium Risk Cluster,1.1159127041479981,0.27921279212792127,0.06307473125242845,0.5875126463361757,0.16404104639398756,53.06,Low Risk
Phillips 66,0,Medium Risk Cluster,0.5895765472312703,0.03323764919172081,0.025782688766114184,1.796688382193268,0.05971769815418024,54.01,Low Risk
"Pinnacle Financial Partners, Inc.",0,Medium Risk Cluster,0.8778374631779586,0.07935523868567887,0.007352941176470589,0.13975047652053368,0.011089932420724312,81.23,Very High Risk
"Prologis, Inc.",0,Medium Risk Cluster,0.4150121555915721,0.37883959044368604,0.028069319013912616,0.08903970826580226,0.033731766612641816,51.99,Low Risk
Public Storage,0,Medium Risk Cluster,0.5378525482434438,0.3692946058091286,0.02943882244710212,0.23849579416130628,0.08807521029193469,50.51,Low Risk
QUALCOMM INC/DE,0,Medium Risk Cluster,0.5771838851216594,0.12511291779584463,0.1907394609536973,0.8831272437175908,0.11049062624650977,37.86,Low Risk
"QUANTA SERVICES, INC.",0,Medium Risk Cluster,0.6377858002406739,0.03616573033707865,0.027672955974842768,1.1423987164059366,0.0413156839149619,57.64,Medium Risk
QUEST DIAGNOSTICS INC,0,Medium Risk Cluster,0.5819470117067159,0.08967391304347827,0.04446797247220752,0.6802218114602587,0.060998151571164505,53.75,Low Risk
"QXO, Inc.",0,Medium Risk Cluster,0.3889238514789175,-1.1290566037735847,0.3818770226537217,0.010682364440721926,-0.01762114537444934,60.78,Medium Risk
"Qnity Electronics, Inc.",0,Medium Risk Cluster,0.4761904761904762,0.2063157894736842,0.1373134328358209,0.33759772565742713,0.06965174129353234,41.35,Low Risk
RALPH LAUREN CORP,0,Medium Risk Cluster,0.6326241134751773,0.10451977401129943,0.43049327354260086,1.0042553191489363,0.1049645390070922,36.9,Low Risk
RANGE RESOURCES CORP,0,Medium Risk Cluster,0.41778975741239893,0.21153846153846154,0.0032258064516129032,0.42048517520215634,0.08894878706199462,51.2,Low Risk
RAYMOND JAMES FINANCIAL INC,0,Medium Risk Cluster,0.8583248328233027,0.13387806411062225,0.15040274659976233,0.18032415278250027,0.024141448486909214,60.74,Medium Risk
RB GLOBAL INC.,0,Medium Risk Cluster,0.500823723228995,0.09368191721132897,0.08717105263157895,0.37808896210873144,0.03542009884678748,52.79,Low Risk
RBC Bearings INC,0,Medium Risk Cluster,0.3518123667377398,0.1524390243902439,0.024242424242424246,0.3496801705756929,0.053304904051172705,50.85,Low Risk
REALTY INCOME CORP,0,Medium Risk Cluster,0.4487637362637363,0.18434782608695652,0.013161922252831342,0.07898351648351648,0.014560439560439562,61.53,Medium Risk
REGAL REXNORD CORP,0,Medium Risk Cluster,0.6785201149425287,0.08588957055214726,0.05505558496559026,0.23419540229885055,0.020114942528735635,66.2,High Risk
REGENCY CENTERS CORP,0,Medium Risk Cluster,0.4476923076923077,0.3419354838709677,0.06400343642611683,0.11923076923076924,0.04076923076923077,48.53,Low Risk
REGIONS FINANCIAL CORP,0,Medium Risk Cluster,0.879730495560733,0.2678239305641662,0.025338200558299332,0.05078395567029784,0.013601158617215541,69.78,High Risk
REINSURANCE GROUP OF AMERICA INC,0,Medium Risk Cluster,0.913468292994444,0.049789029535864976,0.02915268456375839,0.15135066096174724,0.007535602528897119,80.73,Very High Risk
"RELIANCE, INC.",0,Medium Risk Cluster,0.3076181292189007,0.049966239027684,0.06896551724137931,1.4281581485053039,0.07135969141755064,40.56,Low Risk
RENAISSANCERE HOLDINGS LTD,0,Medium Risk Cluster,0.6429368029739778,0.2085603112840467,0.050014455044810634,0.2388475836431227,0.04981412639405205,56.38,Medium Risk
"REPUBLIC SERVICES, INC.",0,Medium Risk Cluster,0.27480360779749785,0.11245401996847083,0.008470089994706194,0.5536805353505965,0.062263601978469606,50.5,Low Risk
"REVVITY, INC.",0,Medium Risk Cluster,0.40427280197206245,0.07250755287009063,0.1869918699186992,0.27198027937551356,0.01972062448644207,48.7,Low Risk
"ROCKWELL AUTOMATION, INC",0,Medium Risk Cluster,0.8418003565062389,0.13043478260869565,0.049761778718898884,0.5944741532976827,0.07754010695187165,58.51,Medium Risk
ROLLINS INC,0,Medium Risk Cluster,0.5636942675159236,0.24537037037037038,0.05649717514124294,0.6878980891719746,0.16878980891719744,41.45,Low Risk
ROPER TECHNOLOGIES INC,0,Medium Risk Cluster,0.4251012145748988,0.19493670886075948,0.020408163265306124,0.22845575477154426,0.04453441295546559,53.64,Low Risk
"ROSS STORES, INC.",0,Medium Risk Cluster,0.6334674714956405,0.09891150023663038,0.5007940709370038,1.4171696847753186,0.14017437961099932,34.7,Low Risk
ROYAL GOLD INC,0,Medium Risk Cluster,0.24423480083857446,0.45631067961165045,0.09871244635193133,0.1079664570230608,0.049266247379454925,40.4,Low Risk
RPM INTERNATIONAL INC/DE/,0,Medium Risk Cluster,1.2140102827763497,0.12969924812030073,0.03176283748014822,0.6838046272493573,0.08868894601542415,62.13,Medium Risk
RTX Corp,0,Medium Risk Cluster,0.6075520224456394,0.08335397572454795,0.07148354820088512,0.47194295066635483,0.03933832125321487,56.25,Medium Risk
"RYAN SPECIALTY HOLDINGS, INC.",0,Medium Risk Cluster,0.8816287878787878,0.019672131147540985,0.017185821697099892,0.28882575757575757,0.005681818181818181,80.55,Very High Risk
Restaurant Brands International Inc.,0,Medium Risk Cluster,0.798906677079266,0.01484623541887593,0.04447702834799609,0.3682155408043733,0.005466614603670442,73.59,High Risk
"Rivian Automotive, Inc. / DE",0,Medium Risk Cluster,0.6911170928667564,-0.5465677179962894,0.3485881207400195,0.3627187079407806,-0.1869934611452238,60.08,Medium Risk
"Robinhood Markets, Inc.",0,Medium Risk Cluster,0.7600943890928159,0.42058165548098436,0.14694722318040704,0.1171997902464604,0.049292081803880436,51.89,Low Risk
Roblox Corp,0,Medium Risk Cluster,0.9602510460251045,-0.47982062780269064,0.1318082788671024,0.23326359832635982,-0.11192468619246862,75.27,High Risk
"Rocket Companies, Inc.",0,Medium Risk Cluster,0.6226725984511452,-0.008679479231246127,0.07144747287642234,0.13288844949744602,-0.0011534025374855827,72.75,High Risk
Royalty Pharma plc,0,Medium Risk Cluster,0.5050968399592253,0.3235294117647059,0.06256306760847628,0.12130479102956165,0.03924566768603466,50.73,Low Risk
"Rubrik, Inc.",0,Medium Risk Cluster,1.3943661971830987,-1.1290566037735847,0.09595959595959597,0.6267605633802817,-0.1869934611452238,69.97,High Risk
S&P Global Inc.,0,Medium Risk Cluster,0.40931372549019607,0.7376237623762376,0.06986027944111776,0.09901960784313725,0.0730392156862745,45.54,Low Risk
SAIA INC,0,Medium Risk Cluster,2.639485060690944,0.0804953560371517,0.0021175224986765486,0.9281609195402298,0.07471264367816093,70.34,High Risk
SBA COMMUNICATIONS CORP,0,Medium Risk Cluster,0.8156303972366149,0.37234042553191493,0.02752779248279513,0.24352331606217614,0.09067357512953368,59.12,Medium Risk
SCHWAB CHARLES CORP,0,Medium Risk Cluster,0.8993279022403259,0.3699832775919732,0.09138301967977935,0.048716904276985745,0.018024439918533603,61.19,Medium Risk
SEMPRA,0,Medium Risk Cluster,0.08518217893217894,0.1343065693430657,0.0031762837480148226,0.12355699855699856,0.016594516594516596,57.44,Medium Risk
SERVICE CORP INTERNATIONAL,0,Medium Risk Cluster,0.5064343163538875,0.12529002320185617,0.02541026998411858,0.23109919571045576,0.0289544235924933,60.14,Medium Risk
SHERWIN WILLIAMS CO,0,Medium Risk Cluster,0.3646718146718147,0.14357541899441342,0.02223398623610376,0.6911196911196911,0.09922779922779923,44.47,Low Risk
SHOPIFY INC.,0,Medium Risk Cluster,0.6217906517445688,0.10640138408304498,0.16304923239809424,0.761026991441738,0.08097432521395655,43.62,Low Risk
SIMON PROPERTY GROUP INC.,0,Medium Risk Cluster,0.8347697611425757,0.1540880503144654,0.024188790560471976,0.15661167200196996,0.0241319871952721,70.26,High Risk
SLB LIMITED/NV,0,Medium Risk Cluster,0.5026426098049936,0.1107095926412615,0.11348803480783176,0.554765810096592,0.06141789684709313,45.16,Low Risk
SMITH A O CORP,0,Medium Risk Cluster,0.4076433121019108,0.14360313315926893,0.1328125,1.2197452229299364,0.17515923566878983,31.0,Low Risk
SOMNIGROUP INTERNATIONAL INC.,0,Medium Risk Cluster,0.7310344827586207,0.13818181818181818,0.008254716981132075,0.23706896551724138,0.032758620689655175,69.04,High Risk
SOUTHERN CO,0,Medium Risk Cluster,0.7503853069612124,0.14686971235194585,0.014035087719298246,0.18976367839712305,0.02787053686103262,69.24,High Risk
SOUTHWEST AIRLINES CO,0,Medium Risk Cluster,0.3250172057811425,0.21890547263681595,0.3419798835362626,0.06916724019270475,0.015141087405368205,39.6,Low Risk
"SPX Technologies, Inc.",0,Medium Risk Cluster,2.6236111111111113,0.10572687224669602,0.038115404976177866,0.6305555555555555,0.06666666666666667,65.88,High Risk
SS&C Technologies Holdings Inc,0,Medium Risk Cluster,0.6648961854176726,0.4761904761904762,0.03340595497458243,0.08112023177209077,0.0386286817962337,59.01,Medium Risk
"STANLEY BLACK & DECKER, INC.",0,Medium Risk Cluster,0.44467984934086635,0.026437541308658295,0.02964531498147168,0.7123352165725048,0.018832391713747648,55.44,Medium Risk
STARBUCKS CORP,0,Medium Risk Cluster,1.2526545908806994,0.05002689618074234,0.16105709299426577,1.161149281698938,0.05808869456589631,54.94,Low Risk
STATE STREET CORP,0,Medium Risk Cluster,0.9239448162819286,0.2109038737446198,0.001193188999862925,0.0380822292036607,0.008031689659882529,78.28,High Risk
STEEL DYNAMICS INC,0,Medium Risk Cluster,0.45615103532277707,0.05345911949685534,0.102803738317757,1.3556638246041413,0.07247259439707672,41.8,Low Risk
STERIS plc,0,Medium Risk Cluster,0.34778325123152704,0.11172161172161171,0.0623229461756374,0.5379310344827586,0.06009852216748768,45.2,Low Risk
"STERLING INFRASTRUCTURE, INC.",0,Medium Risk Cluster,0.5817490494296579,0.3020833333333333,0.2549019607843137,0.3650190114068441,0.11026615969581749,37.1,Low Risk
STIFEL FINANCIAL CORP,0,Medium Risk Cluster,0.8551005573055488,0.10708661417322836,0.06375743836780957,0.15386479282771987,0.01647685970438575,70.37,High Risk
STRYKER CORP,0,Medium Risk Cluster,0.5313545150501672,0.12937898089171973,0.15774980330448463,0.5250836120401338,0.06793478260869565,42.38,Low Risk
SUN COMMUNITIES INC,0,Medium Risk Cluster,0.41453674121405754,0.6103896103896104,0.10982658959537571,0.18450479233226838,0.11261980830670926,39.71,Low Risk
SYNOPSYS INC,0,Medium Risk Cluster,0.4126918291165491,0.2618110236220473,0.14522613065326634,0.10535047698050602,0.027581916217337205,44.06,Low Risk
SYSCO CORP,0,Medium Risk Cluster,0.35282032125513635,0.022489861128179918,0.11328745367919535,2.8680135013780084,0.06836010459469556,39.03,Low Risk
"Salesforce, Inc.",0,Medium Risk Cluster,0.47333273973822454,0.8891537544696066,0.13788562829194884,0.07470394443949782,0.06642329267206838,43.17,Low Risk
Samsara Inc.,0,Medium Risk Cluster,0.4752475247524752,-0.12,0.23958333333333334,0.6188118811881188,-0.07425742574257425,48.49,Low Risk
Sandisk Corp,0,Medium Risk Cluster,0.29044684129429893,-0.22282608695652173,0.3925729442970822,0.5670261941448382,-0.12634822804314327,42.59,Low Risk
Seagate Technology Holdings plc,0,Medium Risk Cluster,1.057356608478803,0.1991869918699187,0.10495283018867924,0.9201995012468829,0.1832917705735661,47.46,Low Risk
"SharkNinja, Inc.",0,Medium Risk Cluster,0.4990654205607477,0.10937499999999999,0.29213483146067415,1.1962616822429908,0.1308411214953271,32.3,Low Risk
Smurfit Westrock plc,0,Medium Risk Cluster,0.5934455270150576,0.02245028864656831,0.0332089552238806,0.6904340124003543,0.01550044286979628,60.39,Medium Risk
Snowflake Inc.,0,Medium Risk Cluster,0.6677740863787376,-0.3553719008264463,0.43615257048092865,0.4019933554817276,-0.14285714285714288,57.51,Medium Risk
"SoFi Technologies, Inc.",0,Medium Risk Cluster,0.7929332806948284,0.7741935483870968,0.12272840428180233,0.012238452427951046,0.0094749309119621,56.28,Medium Risk
Solstice Advanced Materials Inc.,0,Medium Risk Cluster,0.7583774250440917,0.061696658097686374,0.12325581395348838,0.6860670194003528,0.042328042328042326,55.14,Medium Risk
Solventum Corp,0,Medium Risk Cluster,0.6466060181945417,0.1875,0.09523809523809523,0.58222533240028,0.10916724982505249,45.2,Low Risk
"StandardAero, Inc.",0,Medium Risk Cluster,0.5929878048780488,0.04620462046204621,0.09575835475578406,0.9237804878048781,0.042682926829268296,49.8,Low Risk
Strategy Inc,0,Medium Risk Cluster,0.17196625567813106,-1.1290566037735847,0.21698113207547168,0.010682364440721926,-0.04779364049318625,59.27,Medium Risk
Sunoco LP,0,Medium Risk Cluster,0.7175599435825106,0.021031746031746033,0.04373464373464373,0.8885754583921015,0.018688293370944995,61.73,Medium Risk
Symbotic Inc.,0,Medium Risk Cluster,0.8,-0.008888888888888889,0.6458333333333334,0.9375,-0.008333333333333333,49.32,Low Risk
Synchrony Financial,0,Medium Risk Cluster,0.8592661012679486,0.44017358958462494,0.1462914101436529,0.06772189100680157,0.029809387857922576,55.66,Medium Risk
TAKE TWO INTERACTIVE SOFTWARE INC,0,Medium Risk Cluster,0.7668845315904139,-0.5232682060390764,0.20738636363636362,0.6132897603485838,-0.1869934611452238,59.37,Medium Risk
"TAPESTRY, INC.",0,Medium Risk Cluster,0.8693009118541033,0.030612244897959183,0.19230769230769232,0.8936170212765957,0.02735562310030395,54.43,Low Risk
TARGET CORP,0,Medium Risk Cluster,0.15876617918977978,0.051087854585513626,0.03943885653785072,1.2207093629181376,0.06236342242393679,41.96,Low Risk
TD SYNNEX CORP,0,Medium Risk Cluster,0.7532846715328467,0.04139650872817955,0.09457364341085271,0.5854014598540146,0.024233576642335764,60.21,Medium Risk
TE Connectivity plc,0,Medium Risk Cluster,0.49242424242424243,0.10660486674391656,0.10121457489878542,0.6881977671451357,0.0733652312599681,43.52,Low Risk
TELEDYNE TECHNOLOGIES INC,0,Medium Risk Cluster,0.3119686069326357,0.8725490196078431,0.07337526205450734,0.06671026814911707,0.058207979071288427,43.69,Low Risk
TENET HEALTHCARE CORP,0,Medium Risk Cluster,0.6974393530997305,0.06060606060606061,0.1391304347826087,0.6226415094339622,0.03773584905660378,53.53,Low Risk
"TERADYNE, INC",0,Medium Risk Cluster,0.33253588516746413,0.1724137931034483,0.20863309352517986,0.7631578947368421,0.13157894736842107,27.6,Low Risk
TEVA PHARMACEUTICAL INDUSTRIES LTD,0,Medium Risk Cluster,0.805644171779141,0.94,0.10843740481267135,0.03680981595092025,0.03460122699386503,56.55,Medium Risk
TEXAS INSTRUMENTS INC,0,Medium Risk Cluster,0.5293437409655969,0.2828054298642534,0.17640633533588204,0.5111303845041919,0.14455044810638912,34.19,Low Risk
TEXTRON INC,0,Medium Risk Cluster,0.565361279646994,0.06216216216216216,0.12292682926829268,0.816326530612245,0.05074462217319361,46.91,Low Risk
"TKO Group Holdings, Inc.",0,Medium Risk Cluster,0.4032258064516129,0.04219409282700422,0.1328,0.30580645161290326,0.012903225806451613,52.74,Low Risk
TORO CO,0,Medium Risk Cluster,2.639485060690944,0.12213740458015267,0.030704076230809948,0.7616279069767442,0.09302325581395349,62.7,Medium Risk
TPG Inc.,0,Medium Risk Cluster,0.6938472942920682,0.03854389721627409,0.08867521367521368,0.34618235730170493,0.013343217197924388,64.61,Medium Risk
TRACTOR SUPPLY CO /DE/,0,Medium Risk Cluster,0.7639524245196706,0.07087628865979383,0.022754491017964073,1.4199451052150045,0.10064043915827997,58.2,Medium Risk
"TRAVELERS COMPANIES, INC.",0,Medium Risk Cluster,0.7710667316122747,0.12881425353266435,0.003361609962999729,0.3397815044186208,0.04376870085589033,69.86,High Risk
TRIMBLE INC.,0,Medium Risk Cluster,0.37379162191192267,0.11052631578947368,0.07183908045977011,0.4081632653061224,0.045112781954887216,47.98,Low Risk
TRUIST FINANCIAL CORP,0,Medium Risk Cluster,0.8809402052818059,0.12151270923744575,0.042085622473307764,0.01472951747817511,0.0017898235745333676,76.88,High Risk
TTM TECHNOLOGIES INC,0,Medium Risk Cluster,2.459635416666667,0.06185567010309278,0.05293806246691371,0.7578125000000001,0.046875,66.39,High Risk
TWILIO INC,0,Medium Risk Cluster,0.19959058341862845,0.075,0.34871794871794876,0.04094165813715456,0.0030706243602865915,48.8,Low Risk
